1,2,3,4,5,6,7,8,9,10,11,12,class
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60527,2.00594,1.40686,4.33307,0.59964,2.01587,0.61652,0.5357,2.00369,2.01325,0.60096,2.01306,บุญมี ต้นทอง
0.60677,2.00556,1.40686,4.33326,0.60077,2.0185,0.61727,0.53608,2.00387,2.01344,0.60152,2.01437,บุญมี ต้นทอง
0.60489,2.00912,1.40667,4.33363,0.59983,2.01719,0.61464,0.53608,2.0065,2.01475,0.60096,2.01306,บุญมี ต้นทอง
0.60583,2.00856,1.40667,4.33794,0.60152,2.02056,0.61483,0.53608,2.00237,2.01362,0.60133,2.01119,บุญมี ต้นทอง
0.60414,2.00837,1.40667,4.33232,0.60039,2.02037,0.61408,0.53608,2.00444,2.01362,0.60133,2.01719,บุญมี ต้นทอง
0.60171,2.00837,1.40648,4.32951,0.59964,2.01906,0.61352,0.53645,2.00256,2.01456,0.60114,2.01681,บุญมี ต้นทอง
0.60621,2.00669,1.40648,4.33363,0.59983,2.01887,0.61333,0.53683,2.00519,2.014,0.60171,2.01381,บุญมี ต้นทอง
0.60658,2.00744,1.40648,4.33213,0.60021,2.01925,0.61483,0.53627,2.00706,2.01494,0.60133,2.01662,บุญมี ต้นทอง
0.60527,2.00575,1.40648,4.33288,0.60058,2.01719,0.61389,0.53627,2.01419,2.01325,0.60133,2.01606,บุญมี ต้นทอง
0.60414,2.00987,1.40648,4.33232,0.60077,2.01981,0.61333,0.53683,2.00894,2.01344,0.60058,2.01362,บุญมี ต้นทอง
0.60452,2.01287,1.40648,4.33382,0.59908,2.01831,0.61296,0.53664,2.00856,2.014,0.60152,2.01119,บุญมี ต้นทอง
0.60527,2.0095,1.40648,4.33701,0.60021,2.01794,0.61146,0.53702,2.00462,2.01456,0.60077,2.011,บุญมี ต้นทอง
